"X1","X2","X3","X4"
0.454962110740638,0.0453449688298123,0.409422521182177,0.0902703992473724
0.347095261786904,0.0787032695320196,0.276408823038134,0.297792645642943
0.348333272859467,0.170371096261984,0.0706393955067408,0.410656235371808
0.386477459403529,0.141938413598988,0.187963743999329,0.283620382998154
0.313836810649495,0.317402891395526,0.142044924874062,0.226715373080917
0.391975073666407,0.0444800391618428,0.355033531040781,0.208511356130969
0.126038630105457,0.132618750702882,0.0574634879521705,0.68387913123949
0.253953603461753,0.213074496725173,0.123345930410277,0.409625969402797
0.257498452345629,0.185232187415818,0.249422305123713,0.30784705511484
0.482320109779304,0.297009123681764,0.201994779129425,0.0186759874095069
0.2761203630258,0.171979042646606,0.346410119061167,0.205490475266427
0.427225808930409,0.226778582173597,0.123804675528402,0.222190933367592
0.235124787822747,0.213514136052178,0.170953503283694,0.380407572841381
0.291850086350626,0.213400321012596,0.143740359195695,0.351009233441083
0.206036559640398,0.25723078282766,0.321688943592972,0.21504371393897
0.260722878852947,0.258919218917246,0.306383210848664,0.173974691381142
0.323768390286794,0.195537232804586,0.360052330448389,0.120642046460231
0.224357183032449,0.344810029833246,0.392426581717196,0.0384062054171084
0.404433021694572,0.25420701591818,0.143846179353839,0.197513783033409
0.400366272285879,0.202846020901275,0.0749978350709121,0.321789871741934
0.159280381063568,0.186357944550289,0.337829644852407,0.316532029533736
0.139433805645034,0.0894204785845159,0.401586914460574,0.369558801309876
0.407081780094168,0.202320419572773,0.118067654108789,0.272530146224269
0.544081175308658,0.207645060883795,0.0906774336289791,0.157596330178568
0.20553917303713,0.293952970144498,0.105696369841021,0.39481148697735
0.219443778878337,0.184367219436387,0.296896859891652,0.299292141793624
0.0900282387259152,0.238581065959614,0.221538930469356,0.449851764845116
0.260334056369066,0.467963665640382,0.239740213969422,0.031962064021129
0.393073060489667,0.101009329480668,0.31622777911196,0.189689830917706
0.105650296272537,0.0716068709061738,0.423339240926651,0.399403591894639
0.169530058344814,0.162802589879146,0.251822028540915,0.415845323235124
0.342666241079809,0.302669699665409,0.131315279797836,0.223348779456946
0.443662649219016,0.220526045277304,0.186124295689614,0.149687009814066
0.176507437811281,0.206931633734953,0.32078419567822,0.295776732775546
0.25453314252201,0.0961882378750815,0.334715540628823,0.314563078974086
0.40940324839101,0.451245914398793,0.0188400751544336,0.120510762055764
0.340244472544289,0.3155136023184,0.21948351168964,0.124758413447672
0.206116394148254,0.261553291937605,0.140500696775117,0.391829617139023
0.444855253982263,0.21371319766512,0.1058870769631,0.235544471389517
0.414430229906495,0.142883741822426,0.133332567595291,0.309353460675788
0.0161466257508391,0.0729196917066618,0.347849306888064,0.563084375654436
0.126098639552175,0.0264555209541281,0.42581581698713,0.421630022506568
0.238222050086721,0.148908228839311,0.460414060924153,0.152455660149815
0.366357508501192,0.447633585182578,0.109673082916343,0.0763358233998876
0.14975133886047,0.0822251611959716,0.423317386206472,0.344706113737087
0.253670469709533,0.158357150219904,0.528992554405531,0.0589798256650319
0.126441511867149,0.344412254140225,0.492688057856822,0.036458176135804
0.236549342774086,0.174067342168645,0.322226956808555,0.267156358248715
0.378481584554675,0.356752149244556,0.0798081476160863,0.184958118584683
0.358136686568491,0.259984790305652,0.291344659088966,0.090533864036891
0.141362983082882,0.381176046190418,0.340093393436082,0.137367577290618
0.237793324434995,0.428847093680525,0.115640765093557,0.217718816790924
0.166031158639271,0.0727286141838034,0.398450934734189,0.362789292442736
0.176857232216264,0.165030794471771,0.256131161282894,0.401980812029071
0.170280374621157,0.192864431458003,0.341594807505558,0.295260386415282
0.269289069178646,0.19220572711725,0.286605349571548,0.251899854132556
0.311539866307918,0.409590415323583,0.24213418973601,0.0367355286324891
0.28788397698186,0.273770432693631,0.0698477657492337,0.368497824575276
0.0423099058273138,0.306291671187843,0.207574401650292,0.44382402133455
0.0667871996705015,0.304195234901868,0.501493046820667,0.127524518606964
0.242152697369011,0.251871592185276,0.1880012529844,0.317974457461313
0.427922986866266,0.304251958937324,0.173627818940152,0.0941972352562573
0.231782535885249,0.414908327986273,0.287362650899055,0.0659464852294227
0.15278169698686,0.222004456964685,0.397229344310651,0.227984501737805
0.219300641137819,0.491136566104084,0.152537097975101,0.137025694782995
0.327284076431761,0.317522616563119,0.262038657721872,0.0931546492832476
0.193781605222673,0.332441042676826,0.401109573003749,0.0726677790967515
0.248332353652418,0.229881680297423,0.150144614740519,0.371641351309641
0.22551618115957,0.314019174255614,0.352004584559528,0.108460060025287
0.20172910741124,0.395467063105737,0.12730529348014,0.275498536002883
0.180090416832664,0.247131815043912,0.318292475265841,0.254485292857583
0.346085984101674,0.39671055709929,0.0548373715364202,0.202366087262615
0.34486196493979,0.3216231712248,0.176880905780654,0.156633958054756
0.256020161269577,0.244217292527287,0.192245450808752,0.307517095394385
0.395930422757831,0.158554667723902,0.212837223258949,0.232677686259318
0.243953802043585,0.18556040137931,0.160522324951161,0.409963471625944
0.171056644319984,0.29355104234046,0.201211300866281,0.334181012473275
0.141532929185566,0.433105580423449,0.0375513049917726,0.387810185399213
0.28826478941543,0.302787922195326,0.406011696068248,0.00293559232099694
0.331251683936608,0.148716439899372,0.193730222882667,0.326301653281354
0.111941221536491,0.259835054489749,0.512735804513946,0.115487919459814
0.362736155664257,0.459526626858099,0.0570527473321457,0.120684470145498
0.252263604844012,0.0456795650905856,0.541060323613276,0.160996506452127
0.129658780849533,0.214667338567317,0.32386272311083,0.33181115747232
0.0862151763494374,0.19941050291647,0.413344413908259,0.301029906825833
0.276033460790312,0.0330800548693342,0.480370606748111,0.210515877592243
0.0964011226630532,0.276667044806934,0.595164616629274,0.0317672159007387
0.144010895696586,0.373968536677662,0.224855852414677,0.257164715211075
0.123570544173469,0.399305543541431,0.327112472269977,0.150011440015123
0.0476328947321705,0.106632034642476,0.491298244278256,0.354436826347098
0.195340480674704,0.31203061306265,0.303676452367473,0.188952453895172
0.139014195790008,0.41498591040996,0.351329621509336,0.0946702722906964
0.26116222581847,0.139749441496181,0.208318778205486,0.390769554479863
